,txt_file,tot_battles,avg_weight_team
249,https://www.smogon.com/stats/2015-09/gen5uu-1500.txt,4,0.515
250,https://www.smogon.com/stats/2015-09/gen5uu-1630.txt,4,0.0
251,https://www.smogon.com/stats/2015-09/gen5uu-1760.txt,4,0.0
252,https://www.smogon.com/stats/2015-09/gen5ru-0.txt,0,0.0
253,https://www.smogon.com/stats/2015-09/gen5ru-1500.txt,0,0.0
254,https://www.smogon.com/stats/2015-09/gen5ru-1630.txt,0,0.0
255,https://www.smogon.com/stats/2015-09/gen5ru-1760.txt,0,0.0
256,https://www.smogon.com/stats/2015-09/gen5ru-0.txt,0,0.0
257,https://www.smogon.com/stats/2015-09/gen5ru-1500.txt,0,0.0
258,https://www.smogon.com/stats/2015-09/gen5ru-1630.txt,0,0.0
259,https://www.smogon.com/stats/2015-09/gen5ru-1760.txt,0,0.0
260,https://www.smogon.com/stats/2015-09/gen5ru-0.txt,0,0.0
261,https://www.smogon.com/stats/2015-09/gen5ru-1500.txt,0,0.0
262,https://www.smogon.com/stats/2015-09/gen5ru-1630.txt,0,0.0
263,https://www.smogon.com/stats/2015-09/gen5ru-1760.txt,0,0.0
264,https://www.smogon.com/stats/2015-10/gen5ubers-0.txt,93,1.0
265,https://www.smogon.com/stats/2015-10/gen5ubers-1500.txt,93,0.523
266,https://www.smogon.com/stats/2015-10/gen5ubers-1630.txt,93,0.032
267,https://www.smogon.com/stats/2015-10/gen5ubers-1760.txt,93,0.012
268,https://www.smogon.com/stats/2015-10/gen5ou-0.txt,1530,1.0
269,https://www.smogon.com/stats/2015-10/gen5ou-1500.txt,1530,0.567
270,https://www.smogon.com/stats/2015-10/gen5ou-1630.txt,1530,0.109
271,https://www.smogon.com/stats/2015-10/gen5ou-1760.txt,1530,0.026
272,https://www.smogon.com/stats/2015-10/gen5uu-0.txt,7,1.0
273,https://www.smogon.com/stats/2015-10/gen5uu-1500.txt,7,0.493
274,https://www.smogon.com/stats/2015-10/gen5uu-1630.txt,7,0.0
275,https://www.smogon.com/stats/2015-10/gen5uu-1760.txt,7,0.0
276,https://www.smogon.com/stats/2015-10/gen5ru-0.txt,1,1.0
277,https://www.smogon.com/stats/2015-10/gen5ru-1500.txt,1,0.5
278,https://www.smogon.com/stats/2015-10/gen5ru-1630.txt,1,0.0
279,https://www.smogon.com/stats/2015-10/gen5ru-1760.txt,1,0.0
280,https://www.smogon.com/stats/2015-10/gen5ru-0.txt,1,1.0
281,https://www.smogon.com/stats/2015-10/gen5ru-1500.txt,1,0.5
282,https://www.smogon.com/stats/2015-10/gen5ru-1630.txt,1,0.0
283,https://www.smogon.com/stats/2015-10/gen5ru-1760.txt,1,0.0
284,https://www.smogon.com/stats/2015-10/gen5ru-0.txt,1,1.0
285,https://www.smogon.com/stats/2015-10/gen5ru-1500.txt,1,0.5
286,https://www.smogon.com/stats/2015-10/gen5ru-1630.txt,1,0.0
287,https://www.smogon.com/stats/2015-10/gen5ru-1760.txt,1,0.0
288,https://www.smogon.com/stats/2015-11/gen5ubers-0.txt,61,1.0
289,https://www.smogon.com/stats/2015-11/gen5ubers-1500.txt,61,0.539
290,https://www.smogon.com/stats/2015-11/gen5ubers-1630.txt,61,0.054
291,https://www.smogon.com/stats/2015-11/gen5ubers-1760.txt,61,0.023
292,https://www.smogon.com/stats/2015-11/gen5ou-0.txt,1413,1.0
293,https://www.smogon.com/stats/2015-11/gen5ou-1500.txt,1413,0.575
294,https://www.smogon.com/stats/2015-11/gen5ou-1630.txt,1413,0.107
295,https://www.smogon.com/stats/2015-11/gen5ou-1760.txt,1413,0.027
296,https://www.smogon.com/stats/2015-11/gen5uu-0.txt,8,1.0
297,https://www.smogon.com/stats/2015-11/gen5uu-1500.txt,8,0.529
298,https://www.smogon.com/stats/2015-11/gen5uu-1630.txt,8,0.0
299,https://www.smogon.com/stats/2015-11/gen5uu-1760.txt,8,0.0
300,https://www.smogon.com/stats/2015-11/gen5ru-0.txt,17,1.0
301,https://www.smogon.com/stats/2015-11/gen5ru-1500.txt,17,0.532
302,https://www.smogon.com/stats/2015-11/gen5ru-1630.txt,17,0.145
303,https://www.smogon.com/stats/2015-11/gen5ru-1760.txt,17,0.025
304,https://www.smogon.com/stats/2015-11/gen5ru-0.txt,17,1.0
305,https://www.smogon.com/stats/2015-11/gen5ru-1500.txt,17,0.532
306,https://www.smogon.com/stats/2015-11/gen5ru-1630.txt,17,0.145
307,https://www.smogon.com/stats/2015-11/gen5ru-1760.txt,17,0.025
308,https://www.smogon.com/stats/2015-11/gen5ru-0.txt,17,1.0
309,https://www.smogon.com/stats/2015-11/gen5ru-1500.txt,17,0.532
310,https://www.smogon.com/stats/2015-11/gen5ru-1630.txt,17,0.145
311,https://www.smogon.com/stats/2015-11/gen5ru-1760.txt,17,0.025
312,https://www.smogon.com/stats/2015-12/gen5ubers-0.txt,96,1.0
313,https://www.smogon.com/stats/2015-12/gen5ubers-1500.txt,96,0.533
314,https://www.smogon.com/stats/2015-12/gen5ubers-1630.txt,96,0.017
315,https://www.smogon.com/stats/2015-12/gen5ubers-1760.txt,96,0.001
316,https://www.smogon.com/stats/2015-12/gen5ou-0.txt,1882,1.0
317,https://www.smogon.com/stats/2015-12/gen5ou-1500.txt,1882,0.608
318,https://www.smogon.com/stats/2015-12/gen5ou-1630.txt,1882,0.125
319,https://www.smogon.com/stats/2015-12/gen5ou-1760.txt,1882,0.025
320,https://www.smogon.com/stats/2015-12/gen5uu-0.txt,10,1.0
321,https://www.smogon.com/stats/2015-12/gen5uu-1500.txt,10,0.511
322,https://www.smogon.com/stats/2015-12/gen5uu-1630.txt,10,0.0
323,https://www.smogon.com/stats/2015-12/gen5uu-1760.txt,10,0.0
324,https://www.smogon.com/stats/2015-12/gen5ru-0.txt,4,1.0
325,https://www.smogon.com/stats/2015-12/gen5ru-1500.txt,4,0.787
326,https://www.smogon.com/stats/2015-12/gen5ru-1630.txt,4,0.33
327,https://www.smogon.com/stats/2015-12/gen5ru-1760.txt,4,0.052
328,https://www.smogon.com/stats/2015-12/gen5ru-0.txt,4,1.0
329,https://www.smogon.com/stats/2015-12/gen5ru-1500.txt,4,0.787
330,https://www.smogon.com/stats/2015-12/gen5ru-1630.txt,4,0.33
331,https://www.smogon.com/stats/2015-12/gen5ru-1760.txt,4,0.052
332,https://www.smogon.com/stats/2015-12/vgc2016-0.txt,494974,1.0
333,https://www.smogon.com/stats/2015-12/vgc2016-1500.txt,494974,0.607
334,https://www.smogon.com/stats/2015-12/vgc2016-1630.txt,494974,0.126
335,https://www.smogon.com/stats/2015-12/vgc2016-1760.txt,494974,0.006
336,https://www.smogon.com/stats/2016-01/gen5ubers-0.txt,208,1.0
337,https://www.smogon.com/stats/2016-01/gen5ubers-1500.txt,208,0.571
338,https://www.smogon.com/stats/2016-01/gen5ubers-1630.txt,208,0.094
339,https://www.smogon.com/stats/2016-01/gen5ubers-1760.txt,208,0.029
340,https://www.smogon.com/stats/2016-01/gen5ou-0.txt,3529,1.0
341,https://www.smogon.com/stats/2016-01/gen5ou-1500.txt,3529,0.638
342,https://www.smogon.com/stats/2016-01/gen5ou-1630.txt,3529,0.199
343,https://www.smogon.com/stats/2016-01/gen5ou-1760.txt,3529,0.046
344,https://www.smogon.com/stats/2016-01/gen5uu-0.txt,25,1.0
345,https://www.smogon.com/stats/2016-01/gen5uu-1500.txt,25,0.578
346,https://www.smogon.com/stats/2016-01/gen5uu-1630.txt,25,0.024
